id,title,description,link,image_link,price,availability,condition,brand,gtin
"dc754f8d-b71c-4134-bc0b-3c963f30728a","Довга, хвиляста перука з чубчиком"," Перука, яка поєднує довжину, об’єм і природну динаміку. Її м’які хвилі створюють живий силует. Волокно термостійке — можна укладати плойкою, витягати праскою, підстригати. Ідеальна для фотосесій, сценічних образів або просто для тих, хто хоче сяяти щодня.","https://perukytut.com.ua/products/wigs/dc754f8d-b71c-4134-bc0b-3c963f30728a","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/03634cd3-a5de-46e7-9606-456f64f540b4.HEIC","1500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"fe9b1a98-f9ab-47ec-809c-49e4e54cb52b","Коротка натуральна перука","Цей образ — для тих, хто не боїться бути спокійною, але помітною. Одягни — і дозволь собі бути історією, яку хочеться слухати.","https://perukytut.com.ua/products/wigs/fe9b1a98-f9ab-47ec-809c-49e4e54cb52b","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/2039ed5e-dda5-464f-bf69-b56ae748e29d.jpg","6000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"4b90c84d-e796-4bda-b9d4-62bb7582e8cc","Натуральна перука середньої довжини","Ця перука — не просто аксесуар. Це жест. Це настрій, який можна вдягнути. Це не просто зачіска — це спосіб бути собою, трохи інакше. Іноді саме така деталь стає початком нової історії.","https://perukytut.com.ua/products/wigs/4b90c84d-e796-4bda-b9d4-62bb7582e8cc","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/84181c9b-fc22-4be0-b2ee-90550dad6efb.jpg","6000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"d3a2ccdf-25b0-4388-9a3e-94271c2e0ddf","Екстрадовгий хвостик на крабі ","70 см — не кричить, але говорить. Прямий, гладкий — як лінія, що не ламається. Краб — зручно, надійно, без зайвого. Термостійке волокно — витримує плойку, не втрачає характер. Легкий — не навʼязливий, але помітний.        ","https://perukytut.com.ua/products/tails/d3a2ccdf-25b0-4388-9a3e-94271c2e0ddf","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/80fed5e4-e268-4c08-80ce-63d5bfced8fa.jpg","1200 UAH","in stock","new","ПЕРУКИ ТУТ",""
"0a72f7b8-561a-4807-ae5a-4a5fecb60b25","Екстрадовгий хвостик на крабі","70 см — не кричить, але говорить. Прямий, гладкий — як лінія, що не ламається. Краб — зручно, надійно, без зайвого. Легкий — не навʼязливий, але помітний.","https://perukytut.com.ua/products/tails/0a72f7b8-561a-4807-ae5a-4a5fecb60b25","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/4e73dd77-5700-4f3a-9271-0e4b82db2156.jpg","1100 UAH","in stock","new","ПЕРУКИ ТУТ",""
"9b88b4ad-3e2d-4c19-97ba-928eb85b5e4f","Коротка,пряма перука з чубчиком","Перука, яка говорить сама за себе,текстура волосся додає образу м’якості та впевненості.Волосся пряме з легким природним вигином,створює елегантний силует, що робить модель універсальною: і для щоденного носіння, і для особливих моментів.Ця модель — вибір тих, хто цінує природність, комфорт і стиль без компромісів.   ","https://perukytut.com.ua/products/wigs/9b88b4ad-3e2d-4c19-97ba-928eb85b5e4f","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/7412579b-b858-4320-b615-5fc4295c3aa4.jpg","1600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"306085fd-19a0-4c70-99f7-918c59ecc535","Перука середньої довжини пряма з чубчиком","Перука, яка створює чіткий, збалансований силует. Її середня довжина і пряме волосся без каскаду — це вибір для тих, хто цінує простоту й акуратність. Чубчик додає симетрії, а волокно термостійке — можна укладати феном, праскою, плойкою. Ідеальна для щоденного носіння, ділових образів або моментів, коли хочеться виглядати стримано, але виразно.","https://perukytut.com.ua/products/wigs/306085fd-19a0-4c70-99f7-918c59ecc535","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/aa58824f-f3c4-458c-ba20-c9a4251d4655.HEIC","1600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"f6d24824-9f17-4e25-9a74-77ba0439177f","Довга, пряма перука з чубчиком","Це перука, що створює відчуття гармонії й впевненості. Її довге пряме волосся лягає рівно, як тиха лінія горизонту. Чубчик м’яко обрамляє обличчя, створюючи баланс між відкритістю й затишком.Виглядає природно — без блиску, з м’якою текстурою, що тримає форму. Ідеальна для щоденного носіння, ділових зустрічей або моментів, коли хочеться виглядати спокійно, але виразно.","https://perukytut.com.ua/products/wigs/f6d24824-9f17-4e25-9a74-77ba0439177f","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/92dbcc7b-425f-4df5-b878-838fca19e063.HEIC","2200 UAH","in stock","new","ПЕРУКИ ТУТ",""
"161efca8-62a6-4668-a9b9-064c62783157","Короткий топер на гребінцях","Цей топер — як завершальний штрих до образу, що додає об’єму, структури й природності. Акуратно викладена форма з центральним проділом створює ефект доглянутого волосся, а гладка текстура забезпечує легке укладання без зайвих зусиль.Термостійке волокно.","https://perukytut.com.ua/products/toppers/161efca8-62a6-4668-a9b9-064c62783157","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/697979d3-8b50-46c6-b193-57708e35086c.jpg","800 UAH","in stock","new","ПЕРУКИ ТУТ",""
"9865fa88-a353-40a8-a994-401daa68ab28","Коротка, пряма перука з чубчиком","Перука, що створює чистий силует і відчуття впевненості. Її коротке пряме волосся лягає рівно, без зайвого блиску, а чубчик додає м’якості й балансу. Ідеальна для тих, хто цінує лаконічність, комфорт і природність. Виглядає як справжня, не блищить, не пушиться.","https://perukytut.com.ua/products/wigs/9865fa88-a353-40a8-a994-401daa68ab28","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/597b141d-9bcc-4cd7-87d5-6c170fafda88.HEIC","1600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"f4d3c673-1020-4ea1-b036-9924451b68fd","Коротка, пряма перука з чубчиком","Перука, яка створює виразний силует із м’якими лініями. Її коротке пряме волосся лягає рівно, підкреслюючи форму обличчя, а чубчик додає гармонії. Волокно термостійке — можна укладати феном, плойкою чи праскою. Ідеальна для щоденного носіння, ділових образів або моментів, коли хочеться виглядати впевнено й акуратно.","https://perukytut.com.ua/products/wigs/f4d3c673-1020-4ea1-b036-9924451b68fd","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/6f8f7573-972d-438c-b986-476d0f50bfc8.HEIC","1800 UAH","in stock","new","ПЕРУКИ ТУТ",""
"e09d3e06-1a45-40ea-95c6-d87706cbfbfd","Довга перука,каскадна стрижка з чубчиком","Перука, яка поєднує легкість руху й елегантну форму. Її каскадна стрижка створює природний об’єм, а чубчик додає балансу й ніжності. Волосся термостійке — можна укладати феном, плойкою чи праскою. Ідеальна для щоденного носіння, фотосесій або моментів, коли хочеться виглядати природно, але виразно.","https://perukytut.com.ua/products/wigs/e09d3e06-1a45-40ea-95c6-d87706cbfbfd","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/5e9f7d5f-831e-4dc2-87ac-5dd8bdb6f14e.HEIC","2300 UAH","in stock","new","ПЕРУКИ ТУТ",""
"85b3d98a-baff-4437-b808-5e7991eddfb7","Коротка перука з чубчиком","Перука, яка створює акуратний, збалансований силует. Її коротке пряме волосся лягає рівно, а чубчик додає м’якості та гармонії. Модель зручна у носінні, не блищить, виглядає природно. Ідеальна для щоденних образів, офісу або моментів, коли хочеться виглядати стримано, але виразно.","https://perukytut.com.ua/products/wigs/85b3d98a-baff-4437-b808-5e7991eddfb7","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/ee4ee011-6bdd-4891-b76a-4a666454e3eb.jpg","1600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"0a5c3b19-26d1-4ead-875e-447eb7d5e4ee","Хвилястий хвостик на крабі","Цей хвостик — вибір для тих, хто любить лаконічність та швидкий результат. Матеріал - темостійке волокно.","https://perukytut.com.ua/products/tails/0a5c3b19-26d1-4ead-875e-447eb7d5e4ee","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/3aa9383c-9452-4b59-a5ef-fe10367b99da.jpg","1100 UAH","in stock","new","ПЕРУКИ ТУТ",""
"652537eb-3fc8-4f8e-82c5-ad0c85b32493","Коротка, пряма перука з чубчиком","Це перука, яка створює акуратний, збалансований силует. Її коротке пряме волосся лягає рівно, без зайвого об’єму, а чубчик додає симетрії та м’якості. Виглядає природно, без блиску, . Ідеальна для щоденного носіння, ділових образів або моментів, коли хочеться виглядати стримано, але виразно.","https://perukytut.com.ua/products/wigs/652537eb-3fc8-4f8e-82c5-ad0c85b32493","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/10b316c0-9ccb-448b-9378-47b1162f3bdc.HEIC","1600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"378350ba-1ca3-499f-a944-f38d93a6c80d","Коротка, пряма перука з чубчиком","Перука, яка створює акуратний силует із рівними лініями. Її коротке пряме волосся лягає симетрично, а чубчик додає м’якості й балансу. Волокно термостійке — можна укладати феном, плойкою чи праскою. Ідеальна для щоденного носіння, ділових образів або моментів, коли хочеться виглядати стримано, але виразно.","https://perukytut.com.ua/products/wigs/378350ba-1ca3-499f-a944-f38d93a6c80d","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/150b4ffc-32a6-4a68-95d4-6495067d40ef.HEIC","1600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"63c2b4ba-e523-4cf3-bfcf-568d2c9f7fb5","Пряме каре з чубчиком","Перука, яка створює акуратний, збалансований силует. Її коротке пряме волосся лягає рівно, а чубчик додає симетрії та м’якості. Стрижка типу “каре” — універсальна, не потребує складної укладки. Волокно термостійке — можна витягувати, підкручувати, експериментувати з формою. Ідеальна для щоденного носіння, ділових образів або моментів, коли хочеться виглядати стримано, але виразно.","https://perukytut.com.ua/products/wigs/63c2b4ba-e523-4cf3-bfcf-568d2c9f7fb5","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/064df238-f326-4aed-861c-8e3b589eb995.HEIC","1600 UAH","out of stock","new","ПЕРУКИ ТУТ",""
"3c9c488f-43f0-4b66-b0f3-418e3fbdc938","Довга, пряма перука із м’якими каскадними лініями","Ця перука — це поєднання простоти й елегантності. Волосся лягає рівно, не пушиться, добре тримає форму. Волокно термостійке, тому можна експериментувати з укладками: витягувати, підкручувати, надавати об’єму. Ідеальна для щоденного носіння, ділових образів або моментів, коли хочеться виглядати акуратно, але виразно.","https://perukytut.com.ua/products/wigs/3c9c488f-43f0-4b66-b0f3-418e3fbdc938","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/49029acd-da41-4589-acda-8952d164ad69.HEIC","2000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"5687431c-5239-4b4b-a496-5184519b150b","Хвостик на крабі","Цей хвостик — вибір для тих, хто любить лаконічність та швидкий результат.","https://perukytut.com.ua/products/tails/5687431c-5239-4b4b-a496-5184519b150b","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/8ee32c7b-8e3d-4111-8902-7de5ad61ddf7.jpg","800 UAH","in stock","new","ПЕРУКИ ТУТ",""
"c572f8d0-caee-4a10-ac52-cb4c939c6d3c","Коротка, пишна перука з чубчиком","Перука, яка створює виразний силует завдяки своїй пишній формі. Її коротке волосся з чубчиком лягає м’яко, створюючи природний об’єм без зайвої пухнастості. Волокно термостійке — можна укладати феном, праскою, плойкою. Ідеальна для щоденного носіння, фотосесій або моментів, коли хочеться виглядати яскраво, але елегантно.","https://perukytut.com.ua/products/wigs/c572f8d0-caee-4a10-ac52-cb4c939c6d3c","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/bb0ca4a6-ab42-4f3b-ae8e-753efbe7e566.HEIC","1600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"43c3c645-2b82-45fb-b5e2-71b3928596b4","Довга перука з чубчиком","Ця перука — не просто аксесуар. Це жест. Це настрій, який можна вдягнути. Це не просто зачіска — це спосіб бути собою, трохи інакше. Іноді саме така деталь стає початком нової історії.","https://perukytut.com.ua/products/wigs/43c3c645-2b82-45fb-b5e2-71b3928596b4","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/8c2e9ca8-54c9-4b73-892e-1b87b201138c.jpg","1600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"0f8b7f79-7d1f-4453-8737-8168b31b0f62","Пасма волосся для нарощування прямі на кліпсах-заколках","Пасма волосся на кліпсах-заколках, що надійно фіксуються біля коренів власного волосся, стали справжнім трендом останніх років — вони є гідною альтернативою нарощуванню. Їхня головна перевага — легкість у використанні: заколки просто кріпляться, не потребують спеціальних навичок і дозволяють миттєво змінити образ. В наборі: 4 пасма на 3 заколки, 4 пасма на 1 заколку.","https://perukytut.com.ua/products/tails/0f8b7f79-7d1f-4453-8737-8168b31b0f62","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/dfc5aeca-7db8-4243-9bec-cad51058f280.jpg","1200 UAH","in stock","new","ПЕРУКИ ТУТ",""
"6e8b3a02-a0cc-4f18-adb1-cce09a038237","Коротка,пряма перука з чубчиком","Перука, яка не просто доповнює образ, а створює відчуття турботи. Її форма — пряма, з м’якою чолкою — виглядає природно, а посадка настільки комфортна, що хочеться забути, що вона взагалі є. Ідеальна для тих, хто шукає ніжність у деталях. Покращене волокно — без блиску, м’яке на дотик.","https://perukytut.com.ua/products/wigs/6e8b3a02-a0cc-4f18-adb1-cce09a038237","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/ba5b9f37-1f05-4898-aca8-ecc889dcb9c8.jpg","1600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"c97bf92b-8be9-41d8-94a8-2cd0be944180","Короткий топер на гребінцях","Легкий, гладкий додає об’єму та м’якості. Для додавання об’єму, зміни стилю без радикальних змін.","https://perukytut.com.ua/products/toppers/c97bf92b-8be9-41d8-94a8-2cd0be944180","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/e2663faf-1b25-4ae3-a6f6-13b6909854b5.jpg","300 UAH","in stock","new","ПЕРУКИ ТУТ",""
"ccd23439-5c64-442a-87c2-4a5c88bbecc5","Пасма волосся для нарощування на кліпсах-заколках","Пасма волосся на кліпсах-заколках, що надійно фіксуються біля коренів власного волосся, стали справжнім трендом останніх років — вони є гідною альтернативою нарощуванню. Їхня головна перевага — легкість у використанні: заколки просто кріпляться, не потребують спеціальних навичок і дозволяють миттєво змінити образ. Матеріал термоволокно. В наборі: 1 пасмо на 4 заколки, 2 пасма на 3 заколки, 4 пасма на 2 заколки. ","https://perukytut.com.ua/products/tails/ccd23439-5c64-442a-87c2-4a5c88bbecc5","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/8e508dab-b8d9-4115-8273-85d12467522e.jpg","1500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"dd72efe5-eb9e-4596-adec-b9b2541ad42a","Коротка,хвиляста перука з чубчиком","Багатошарова стрижка, що поєднує об’єм і чіткість ліній. Форма створена так, щоб підкреслити вилиці, шию й загальний силует обличчя. Підходить для щоденного носіння, фотосесій або ділових образів. Термостійка — витримує нагрівання до 180°C.  ","https://perukytut.com.ua/products/wigs/dd72efe5-eb9e-4596-adec-b9b2541ad42a","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/c6452f98-234d-46df-aa21-b8d5e4cbeab1.jpg","1800 UAH","in stock","new","ПЕРУКИ ТУТ",""
"a1f6a9af-87fa-4f13-aa9e-ccf430a85a85","Коротка натуральна перука","Ця перука — як затишна пауза між справами. Вона не прагне вразити, вона просто пасує. Волосся лягає легко, тримає форму, не боїться руху. Обʼєм — достатній, щоб відчути себе впевнено. Для тих, хто любить простоту, але не банальність. Для моментів, коли хочеться виглядати зібрано, але не строго. Це образ, що працює на тебе — без зайвих слів. ","https://perukytut.com.ua/products/wigs/a1f6a9af-87fa-4f13-aa9e-ccf430a85a85","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/c837d07a-adae-4352-b294-41cd8bc448e1.jpg","4500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"1daaf15d-689c-4e11-840e-e171dca9c9d2","Хвостик ""2 в 1"" на крабі","Це універсальний аксесуар для тих, хто любить змінювати стиль. З одного боку — гладкий прямий хвіст, з іншого — об’ємні хвилі. Просто переверни — і твій образ зміниться за секунду. Ідеально для тих, хто хоче більше, але без зайвих витрат. ","https://perukytut.com.ua/products/tails/1daaf15d-689c-4e11-840e-e171dca9c9d2","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/e067709b-fca8-44f9-9196-751a24f94830.jpg","900 UAH","in stock","new","ПЕРУКИ ТУТ",""
"28e9c684-6e3f-4862-af9c-69c229c8edb1","Коротка, пряма перука з чубчиком","Вишукана коротка перука з чубчиком, створена для тих, хто цінує комфорт і можливість змінювати образ. Ця модель поєднує природний вигляд із термостійким волокном — укладай як хочеш, без обмежень.","https://perukytut.com.ua/products/wigs/28e9c684-6e3f-4862-af9c-69c229c8edb1","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/acdf9b72-9f47-4feb-9195-ccecca12a0da.jpg","1800 UAH","in stock","new","ПЕРУКИ ТУТ",""
"17c8e3c1-125f-481e-b92f-18b826a0fa16","Коротка, пряма перука з чубчиком ","Перука, що створює спокійний, збалансований силует. Її коротке пряме волосся лягає рівно, без зайвого об’єму, а чубчик додає м’якості й симетрії. Стрижка типу “боб-каре” виглядає акуратно й не потребує додаткової укладки. Волокно термостійке — можна витягати, підкручувати, експериментувати з формою. Ідеальна для щоденного носіння, ділових образів або моментів, коли хочеться виглядати стримано, але виразно.","https://perukytut.com.ua/products/wigs/17c8e3c1-125f-481e-b92f-18b826a0fa16","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/47fbbb97-be00-459b-b62c-548f2e09966d.HEIC","1700 UAH","in stock","new","ПЕРУКИ ТУТ",""
"0d5658de-1eeb-4c56-86c0-1a25bb204cfe","Хвостик на резинці","Легка накладка у формі хвоста, що кріпиться за секунду. Просто надягаєш як резинку — і готово. Підходить для щоденного носіння, фотозйомки або акценту в зачісці. ","https://perukytut.com.ua/products/tails/0d5658de-1eeb-4c56-86c0-1a25bb204cfe","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/33ccb230-c20a-4b21-a358-10ad262029a4.jpg","350 UAH","in stock","new","ПЕРУКИ ТУТ",""
"3d03d434-069e-47cd-a42f-fa89f74360a7","Екстрадовга, пряма перука з чубчиком","Перука, яка створює елегантний силует із довгим рівним волоссям. Її форма — проста, але виразна: пряме волосся без каскаду, чіткий чубчик, симетрія. Волокно термостійке — можна укладати феном, праскою, плойкою. Ідеальна для щоденного носіння, фотосесій або моментів, коли хочеться виглядати стримано, але ефектно.","https://perukytut.com.ua/products/wigs/3d03d434-069e-47cd-a42f-fa89f74360a7","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/1e35ad14-4fec-4993-ade2-41edd4587a9a.HEIC","2500 UAH","out of stock","new","ПЕРУКИ ТУТ",""
"8bf19167-533b-4df6-a17b-309fa13ac37d","Коротка, пряма перука з чубчиком","Відчуй легкість змін із перукою елегантною моделлю з термоволокна, яка поєднує комфорт щоденного носіння з можливістю термоукладки. Завдяки натуральному силуету та мʼякій чолці ця перука ідеально підходить для створення образу, що виглядає природно й доглянуто. Не боїться тепла — укладай як хочеш. Ідеальна для щоденного використання або фотосесій. Природний вигляд без зайвого обʼєму. Підходить для будь-якої форми обличчя. ","https://perukytut.com.ua/products/wigs/8bf19167-533b-4df6-a17b-309fa13ac37d","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/58687caa-1f34-4a21-a2cb-112adb4619fa.jpg","1800 UAH","in stock","new","ПЕРУКИ ТУТ",""
"b7fe9296-3a96-471a-85d3-fd31d0837486","Хвостик на крабі","Цей хвостик — вибір для тих, хто любить лаконічність та швидкий результат.","https://perukytut.com.ua/products/tails/b7fe9296-3a96-471a-85d3-fd31d0837486","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/8682515d-d20b-4fab-8d07-a838412a6d9d.jpg","700 UAH","in stock","new","ПЕРУКИ ТУТ",""
"4213dc7d-6491-4170-b881-7dab2fd88dc1","Топер хвилястий на гребінцях","Легкий топер середньої довжини з м’якими хвилями — ідеальне рішення для додавання об’єму або створення нового стилю без радикальних змін.Термостійке волокно.","https://perukytut.com.ua/products/toppers/4213dc7d-6491-4170-b881-7dab2fd88dc1","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/700b3d0a-c59f-48a3-b2cd-2d51f9385f68.jpg","900 UAH","in stock","new","ПЕРУКИ ТУТ",""
"acdb1fba-cb24-4e4f-9903-4061cb652d12","Довгий, хвилястий хвостик на крабі","Цей хвостик створений для тих, хто хоче додати образу ефектності без зайвих зусиль. Просто прикріпи — і готово.","https://perukytut.com.ua/products/tails/acdb1fba-cb24-4e4f-9903-4061cb652d12","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/d52101ab-eb75-4337-9b36-08f2918a399f.jpg","800 UAH","in stock","new","ПЕРУКИ ТУТ",""
"9983b6d1-5ef8-4b6e-8728-013257c73b9e","Каре з чубчиком","Натуральний вигляд. Легка , дихаюча. Ідеальна для щоденного образу або стильного перевтілення.","https://perukytut.com.ua/products/wigs/9983b6d1-5ef8-4b6e-8728-013257c73b9e","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/cbcf3e6f-9769-4314-a8cd-9788ccb27e7b.HEIC","1800 UAH","in stock","new","ПЕРУКИ ТУТ",""
"4e80fd0c-f208-4a3a-83de-e7919e21c4b8","Хвилястий хвостик на крабі","Хвилястий, з природною текстурою. Легкий — не навʼязливий, але помітний. Термостійке волокно — витримує плойку, не втрачає форму.  ","https://perukytut.com.ua/products/tails/4e80fd0c-f208-4a3a-83de-e7919e21c4b8","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/fc8a2e35-4a7c-457f-8306-423cce6e08bf.jpg","1200 UAH","in stock","new","ПЕРУКИ ТУТ",""
"c7a3469c-b454-4f7d-a994-65f66a576299","Хвостик - ""ріжки"" на крабі ","Ідеально для тих, хто хоче трохи бешкету.","https://perukytut.com.ua/products/tails/c7a3469c-b454-4f7d-a994-65f66a576299","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/bde0b02b-e610-4953-86a0-8a886a42f90c.jpg","700 UAH","in stock","new","ПЕРУКИ ТУТ",""
"0358d199-c8e0-4cdb-8b2e-2cbd315d272b","Коротка,легка перука з чубчиком","Легка, повітряна перука з м’якими шарами — не перевантажує образ, дарує відчуття свободи. Зручна довжина — не торкається плечей, не заважає в повсякденних рухах. Чубчик додає м’якості рисам обличчя, а багатошаровість створює природний об’єм без зайвої пишності. Ідеальний варіант для тих, хто шукає щось ненав’язливе, легке й універсальне.","https://perukytut.com.ua/products/wigs/0358d199-c8e0-4cdb-8b2e-2cbd315d272b","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/a0e231c8-4d83-4e15-ab17-dd6e2c07bd65.jpg","1800 UAH","in stock","new","ПЕРУКИ ТУТ",""
"76822fc5-b72d-415a-9200-f33e32a621a9","Короткий,хвилястий хвостик на крабі","Короткий, але з обʼємом.","https://perukytut.com.ua/products/tails/76822fc5-b72d-415a-9200-f33e32a621a9","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/7f2aaf93-7b7f-422e-9031-210d78ba7e6c.jpg","700 UAH","in stock","new","ПЕРУКИ ТУТ",""
"9f5f48d4-5435-492a-af95-a2d96e349d35","Пасма волосся для нарощування прямі на кліпсах-заколках","Пасма волосся на кліпсах-заколках, що надійно фіксуються біля коренів власного волосся, стали справжнім трендом останніх років — вони є гідною альтернативою нарощуванню. Їхня головна перевага — легкість у використанні: заколки просто кріпляться, не потребують спеціальних навичок і дозволяють миттєво змінити образ. В наборі: 4 пасма на 3 заколки, 4 пасма на 1 заколку.","https://perukytut.com.ua/products/tails/9f5f48d4-5435-492a-af95-a2d96e349d35","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/715ed7f3-385a-4aa1-9989-be7093c6b2a6.jpg","1500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"180f8d24-a9a3-4df0-8df6-0191eb78eaf9","Пасма волосся для нарощування прямі на кліпсах-заколках","Пасма волосся на кліпсах-заколках, що надійно фіксуються біля коренів власного волосся, стали справжнім трендом останніх років — вони є гідною альтернативою нарощуванню. Їхня головна перевага — легкість у використанні: заколки просто кріпляться, не потребують спеціальних навичок і дозволяють миттєво змінити образ. В наборі: 4 пасма на 3 заколки, 4 пасма на 1 заколку.","https://perukytut.com.ua/products/tails/180f8d24-a9a3-4df0-8df6-0191eb78eaf9","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/a16e947e-ee75-4b93-8802-2ee12073b1cb.jpg","900 UAH","in stock","new","ПЕРУКИ ТУТ",""
"e3066f06-7feb-479a-99ab-702be22781bf","Хвостик на резинці","Легка накладка у формі хвоста, що кріпиться за секунду. Просто надягаєш як резинку — і готово. Підходить для щоденного носіння, фотозйомки або акценту в зачісці.Термостійке волокно.","https://perukytut.com.ua/products/tails/e3066f06-7feb-479a-99ab-702be22781bf","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/2af9470f-d8f6-483b-a8f1-40fcebf71422.jpg","350 UAH","in stock","new","ПЕРУКИ ТУТ",""
"0161f122-ebce-4f88-a773-0a29b65e9090","Накладка з локонами на гребінцях","Накладка з локонами, створена для додавання об’єму або акценту в зачісці. Легка, зручна, фіксується двома гребінцями — тримається на волоссі без ковзання. ","https://perukytut.com.ua/products/tails/0161f122-ebce-4f88-a773-0a29b65e9090","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/68e8dc03-e4b1-417b-9832-90f5627cc48d.jpg","700 UAH","in stock","new","ПЕРУКИ ТУТ",""
"afa2be1c-664c-410a-a7ba-2386e2d60f5b","Каре з чубчиком","Натуральний вигляд, легка та комфортна посадка. Ідеальна для щоденного стилю або стильного перевтілення.","https://perukytut.com.ua/products/wigs/afa2be1c-664c-410a-a7ba-2386e2d60f5b","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/c11ffa61-d56e-4241-bb38-de2f99fe0fdd.HEIC","1800 UAH","in stock","new","ПЕРУКИ ТУТ",""
"8004e6e2-789c-4dcb-a07b-735ff07df341","Хвостик на шнурівці + гребінець","Хвостик фіксується за допомогою вшитого гребінця та затягувальної шнурівки. Облягає пучок щільно, не сповзає навіть при активному русі. Ідеальний для щоденного носіння або фотосесій.","https://perukytut.com.ua/products/tails/8004e6e2-789c-4dcb-a07b-735ff07df341","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/2ad4bfd9-b5c6-4714-9156-1967986dab70.jpg","900 UAH","in stock","new","ПЕРУКИ ТУТ",""
